t607	0.0175143	0.954291	0.377862	0.294285	0.999456	0.998691	0.895748	0.999291	7.71612e-08	0.104252	0.999809	0.999865	0.999985	0.020647	0.685962	0.000135294	0.000129806	0.979353	0.999881	0.0457091	0.000190583	0.995251	0.999999	0.999999	1.47382e-05	0.999419	1.16498e-10	0.00130921	0.314038	0.000256905	0.000708968	0.000544484	0.00474941	0.99987	0.769431	0.00198798	0.998012	1.15436e-06	0.999923	1.09625e-07	0.000580647	0.285571	0.433166	0.000119233	0.982486	0.476362	7.72318e-05	0.741832	0.230569	7.31637e-07	1.0	0.705458
t223	0.0894037	0.283163	0.455029	0.546109	0.999912	0.996839	0.79805	0.999695	1.57161e-10	0.20195	0.999964	0.909693	0.999968	0.0755027	0.757731	0.0903067	0.0438129	0.924497	0.999804	0.716837	3.54776e-05	0.931234	0.999999	1.0	3.17615e-05	0.927981	5.18172e-09	0.00316067	0.242269	0.00938169	0.000304577	8.80787e-05	0.0687657	0.956187	0.934966	0.0381225	0.961877	8.56599e-07	0.999988	1.1187e-07	0.0720193	0.344773	0.443406	0.00019604	0.910596	0.207804	1.1629e-05	0.455919	0.0650335	1.21302e-08	1.0	0.444509
t618	0.000168977	0.0116357	0.594915	0.39613	0.984982	0.850134	0.954325	0.992673	1.43978e-18	0.0456746	0.999971	0.757553	0.999602	0.116668	0.981664	0.242447	0.837987	0.883332	0.999629	0.988364	2.87217e-05	0.991737	0.999995	0.999996	0.000397894	0.00688162	5.80494e-12	0.149866	0.0183362	0.598343	0.007327	0.0150179	0.00826335	0.162013	0.745057	0.903305	0.0966954	4.75085e-06	1.0	2.42373e-07	0.993118	0.328635	0.556432	0.000371162	0.999831	0.103916	2.77525e-07	0.44651	0.254943	4.00666e-06	1.0	0.00552607
t693	0.0685231	0.384538	0.57548	0.719371	0.999703	0.892122	0.17018	0.996907	0.999988	0.82982	0.999922	0.997041	0.998542	0.0485547	0.594293	0.00295882	0.0346567	0.951445	0.999165	0.615462	7.79901e-05	0.899485	1.0	1.0	0.00145819	0.986519	1.03659e-12	0.107878	0.405707	0.273669	0.00309315	0.000296494	0.100515	0.965343	0.93412	0.315996	0.684004	2.42377e-08	0.999999	6.16161e-07	0.0134813	0.250872	0.486992	0.000834579	0.931477	0.673551	2.54645e-09	1.0	0.06588	6.31877e-08	1.19292e-05	0.00695969
t1014	0.004382	0.000138808	0.63597	0.520244	0.999972	0.970864	0.951771	0.973039	0.000125542	0.0482294	0.999804	0.92679	0.982964	0.00840204	0.999898	0.07321	1.0	0.991598	0.965822	0.999861	0.000196337	0.979039	0.999996	0.993458	0.0170361	0.56713	1.86191e-05	0.0291363	0.000102032	0.475997	0.0269607	2.77544e-05	0.0209613	1.31629e-07	0.486159	0.0715688	0.928431	3.79475e-06	0.999949	2.83998e-05	0.43287	0.397259	0.564391	0.0341782	0.995618	0.173577	4.2603e-06	0.0	0.513841	0.00654211	0.999874	0.00375864
t918	0.0420577	0.367592	0.368192	0.174859	0.996197	0.98926	0.979069	0.999625	6.75792e-18	0.020931	0.999497	0.999886	0.999988	0.00885175	0.952253	0.000114225	0.349296	0.991148	0.999916	0.632408	0.000502995	0.953712	0.999999	1.0	1.20717e-05	0.288288	1.24755e-08	0.0107403	0.0477471	6.04539e-05	0.000375163	0.00380271	0.046288	0.650704	0.863903	0.000777444	0.999223	8.21467e-07	0.999992	5.9931e-06	0.711712	0.249252	0.407082	8.41559e-05	0.957942	0.106517	2.1704e-06	0.469063	0.136097	5.18089e-09	1.0	0.825081
t22	0.526815	0.05051	0.566467	0.886678	0.949035	0.734047	0.939952	0.998502	2.92624e-05	0.0600477	0.999904	0.788278	0.999718	0.107936	0.971617	0.211722	0.311938	0.892065	0.99934	0.94949	9.62844e-05	0.992005	0.999929	0.999979	0.000281855	0.152596	5.14226e-06	0.265953	0.0283832	0.103141	0.00149788	0.0509648	0.00799518	0.688062	0.499196	0.045119	0.954881	7.10478e-05	0.99993	5.61741e-05	0.847404	0.308784	0.451474	0.000660448	0.473185	0.649911	8.4207e-06	0.505831	0.500804	2.05661e-05	0.999971	0.0101811
t238	0.00254414	0.00242649	0.341559	0.252685	0.982458	0.996081	0.768698	0.997225	2.2472e-09	0.231303	0.999972	0.450706	0.683116	0.0231908	0.999811	0.549294	0.995993	0.976809	0.999975	0.997574	2.75843e-05	0.961537	0.999997	0.999999	0.316884	0.981679	7.07109e-06	0.00391938	0.000189249	0.000933838	0.00277483	0.017542	0.0384627	0.00400674	0.831231	0.0218023	0.978198	2.71618e-06	0.999834	4.43099e-07	0.0183209	0.199454	0.572025	2.53141e-05	0.997456	0.0	0.000158757	0.104525	0.168769	6.49772e-07	1.0	0.746382
t186	0.0656006	0.00525692	0.539622	0.873316	0.987089	0.947914	0.973488	0.99206	0.0172051	0.0265119	0.999985	0.865941	0.99989	0.00380682	0.999653	0.134059	0.999581	0.996193	0.99998	0.994743	1.54212e-05	0.999881	1.0	0.999995	0.000110166	0.99984	1.62737e-11	0.0520857	0.000347295	0.0538831	0.00794018	0.0129109	0.000118718	0.000419223	0.657353	0.0152482	0.984752	1.82139e-08	0.999993	1.92042e-10	0.000159853	0.348986	0.41357	1.96148e-05	0.934399	0.14629	6.80086e-06	0.0190054	0.342647	4.88415e-06	0.982795	0.072801
t823	0.0381889	0.000312093	0.546421	0.680461	0.998046	0.875546	0.874752	0.998223	3.63784e-19	0.125248	0.999622	0.242031	0.999672	0.026769	0.999795	0.757969	0.995843	0.973231	0.999885	0.999688	0.000378208	0.985642	1.0	1.0	0.00032836	0.550181	3.28169e-12	0.124454	0.000204982	0.314451	0.0017775	0.00195402	0.0143584	0.0041575	0.950737	0.19791	0.80209	1.32157e-07	0.999999	1.18831e-08	0.449819	0.304436	0.605492	0.000114879	0.961811	0.35823	7.01097e-07	0.375357	0.0492626	2.87795e-07	1.0	0.00508869
t269	0.0153889	4.35193e-06	0.597675	0.631587	0.999893	0.966243	0.0164471	0.999837	4.95512e-25	0.983553	0.999938	0.0309343	0.999475	0.00516376	0.997922	0.969066	0.9858	0.994836	0.998551	0.999996	6.20109e-05	0.998947	1.0	0.998749	0.000525121	0.959431	1.00453e-11	0.0337573	0.00207752	0.362939	0.000163082	0.000106575	0.00105342	0.0142005	0.930932	0.705286	0.294714	2.15822e-08	1.0	4.19182e-07	0.0405686	0.34715	0.552464	0.00144925	0.984611	0.0	3.755e-08	0.0869429	0.0690684	0.00125103	1.0	0.00547419
t605	0.885015	0.975229	0.461419	0.380378	0.999986	0.999131	0.933793	0.999045	0.999967	0.0662067	0.999525	0.997808	0.999461	0.0538677	0.0265248	0.00219226	1.25774e-06	0.946132	0.999854	0.0247708	0.000474835	0.973305	0.999997	0.999999	0.000538491	0.999994	5.74951e-07	0.000869418	0.973475	0.0010307	0.000954804	1.35332e-05	0.0266946	0.999999	0.701255	0.0153592	0.984641	3.01322e-06	0.999999	2.29062e-07	6.3582e-06	0.374278	0.503117	0.000146396	0.114985	0.866206	3.35737e-07	1.0	0.298745	6.13435e-07	3.27534e-05	0.618592
t371	0.209132	0.167771	0.590434	0.58164	0.973684	0.997156	0.990816	0.99952	0.705847	0.00918439	0.999052	0.63999	0.999996	0.0135977	0.993425	0.36001	0.144241	0.986402	0.998893	0.832229	0.000948	0.989411	1.0	0.999995	4.11733e-06	0.987078	2.27437e-06	0.00284448	0.00657478	0.410861	0.000480442	0.0263162	0.0105889	0.855759	0.193467	0.382769	0.617231	5.12588e-07	0.99999	6.79448e-08	0.0129221	0.385109	0.581504	0.00110731	0.790868	0.188176	7.98276e-06	0.449576	0.806533	4.92461e-06	0.294153	0.00749866
t792	0.0616931	0.00379183	0.654262	0.131267	0.99817	0.172692	0.964351	0.998968	2.39939e-06	0.0356487	0.971803	0.0410418	0.999999	0.0220681	0.962748	0.958958	0.997595	0.977932	0.998401	0.996208	0.0281972	0.981208	0.998538	0.999952	9.41756e-07	0.00372877	4.78434e-06	0.827308	0.0372522	0.868117	0.00103167	0.00183012	0.0187924	0.00240499	0.789586	0.822316	0.177684	0.00146234	0.999583	0.000411772	0.996271	0.356453	0.655477	0.00159921	0.938307	0.173741	5.83948e-07	0.0755532	0.210414	4.76455e-05	0.999998	0.000615519
